species,p_Am,kap,v,p_M,E_G,h_a,E_Hb,E_Hj,E_Hx,E_Hp,family,order,class,phylum,climate,ecozone,habitat,embryo,migrate,food,gender,reprod,ab,ah,aj,ax,ap,am,tg,tb,tj,tx,tp,Wwb,Wwj,Wwx,Wwp,Wwi,Lb,Lj,Lx,Lp,Li,d_V,Ri,T_typical,t_0,model,metamorphosis,weaning,foetus
Probosciger_aterrimus,2.645079e+03,9.985400e-01,2.276200e-02,7.763947e+02,7.322675e+03,4.679000e-15,5.066000e+01,,,5.290000e+03,Cacatuidae,Psittaciformes,Aves,Chordata,Am Af,TA,0iTf,Tnwfm,,biHs,Dg,O,7.528923e+00,,,,2.324904e+01,3.230405e+03,,,,,1.572012e+01,1.900000e+01,,,,7.500000e+02,,,,,,2.800000e-01,8.714076e-03,3.119500e+02,9.123600e-03,std,False,False,False
Procambarus_virginalis,2.612714e+02,8.423800e-01,1.168600e-02,1.191478e+02,4.466290e+03,4.167000e-07,9.470000e-01,,,4.739000e+02,Cambaridae,Decapoda,Malacostraca,Arthropoda,Af Am Aw Cs Cw,THp TPam,0iFr 0iFl 0iFp 0iFm 0iFc,Fbf,,biO,D,Apo,4.500000e+01,2.000000e+01,,,2.650000e+02,1.154000e+03,,,,,2.200000e+02,5.300000e-03,,,1.537000e+00,3.000000e+01,5.700000e-01,,,4.000000e+00,1.000000e+01,1.700000e-01,8.035714e+00,2.931500e+02,1.250260e+01,std,False,False,False
Procellaria_aequinoctialis,2.209600e+04,9.910700e-01,1.533800e-02,1.230194e+04,7.305626e+03,2.174000e-18,1.975000e+03,,,9.423000e+04,Procellariidae,Procellariiformes,Aves,Chordata,MB MC ME,MC MS,0iMc,Tntfm,Ml,biCvf biCik biCic,Dg,O,1.054525e+01,,,,2.810872e+01,1.633708e+03,,,,,1.756348e+01,9.260000e+01,,,,1.280000e+03,,,,,,2.800000e-01,1.530262e-02,3.105500e+02,3.006180e+01,std,False,False,False
Procellaria_cinerea,1.460476e+04,9.887700e-01,3.478300e-02,5.634533e+03,7.325671e+03,6.553000e-13,2.283000e+03,,,3.518000e+05,Procellariidae,Procellariiformes,Aves,Chordata,ME,MS,0iMc,Tntfm,Ml,biCvf biCik biCic,Dg,O,1.074219e+01,,,,3.885091e+01,1.633708e+03,,,,,2.810872e+01,8.000000e+01,,,,1.020000e+03,,,,,,2.800000e-01,1.530262e-02,3.105500e+02,4.121690e+01,std,False,False,False
Procnias_averano,1.568945e+03,9.606500e-01,3.124100e-02,6.182399e+02,7.321079e+03,1.081000e-11,7.929000e+02,,6.542000e+03,1.290000e+04,Cotingidae,Passeriformes,Aves,Chordata,Cfa Dfa Dfb,TN,0iTi,Tnpf,,biHs,Dg,O,4.695335e+00,,,8.708674e+00,1.673535e+01,4.438996e+02,,,,4.013339e+00,1.204002e+01,1.080000e+01,,,,1.270000e+02,,,,,,2.800000e-01,2.252762e-02,3.147500e+02,,std,False,False,False
Progne_chalybea,1.082842e+03,9.658600e-01,3.052700e-02,5.565823e+02,7.317173e+03,2.949000e-12,1.885000e+02,,1.850000e+03,4.612000e+03,Hirundinidae,Passeriformes,Aves,Chordata,A Cwa Cfa,TN,0iTh 0iTf,Tnwf,,biCi,Dg,O,3.164247e+00,,,5.839807e+00,1.119093e+01,6.170205e+02,,,,2.675559e+00,8.026678e+00,2.800000e+00,,,,4.200000e+01,,,,,,2.800000e-01,7.208837e-02,3.147500e+02,,std,False,False,False
Progne_subis,1.780595e+03,8.100300e-01,3.636500e-02,7.382583e+02,7.301045e+03,2.535000e-12,1.976000e+03,,1.967000e+04,3.744000e+04,Hirundinidae,Passeriformes,Aves,Chordata,BWh BSk Cfa Dfa,THn,0iTh 0iTf,Tnwf,Ml,biCi,Dg,O,3.062175e+00,,,6.224200e+00,1.254825e+01,6.170205e+02,,,,3.162025e+00,9.486074e+00,5.000000e+00,,,,6.400000e+01,,,,,,2.800000e-01,1.126381e-01,3.147500e+02,,std,False,False,False
Progne_tapera,1.446614e+03,8.279300e-01,3.350700e-02,7.039468e+02,7.294044e+03,2.368000e-12,1.521000e+03,,1.242000e+04,2.007000e+04,Hirundinidae,Passeriformes,Aves,Chordata,A Cwa Cfa,TN,0iTh 0iTf,Tnwf,Ms,biCi,Dg,O,3.062175e+00,,,6.467432e+00,1.327795e+01,6.170205e+02,,,,3.405257e+00,1.021577e+01,4.400000e+00,,,,3.480000e+01,,,,,,2.800000e-01,9.011046e-02,3.147500e+02,,std,False,False,False
Promerops_cafer,9.941053e+02,9.165700e-01,3.529000e-02,4.983412e+02,7.312032e+03,2.368000e-11,7.880000e+02,,5.133000e+03,1.140000e+04,Nectariniidae,Passeriformes,Aves,Chordata,BSk BWk,TPa,0iTh 0iMm,Tnpf,,biCi,Dg,O,3.470465e+00,,,5.902792e+00,1.076744e+01,2.219498e+02,,,,2.432327e+00,7.296980e+00,3.600000e+00,,,,3.220000e+01,,,,,,2.800000e-01,9.011046e-02,3.147500e+02,,std,False,False,False
Prosopeia_tabuensis,1.496176e+04,9.900000e-01,4.978800e-02,8.547606e+03,7.256721e+03,3.247000e-17,9.661000e+02,,,6.781000e+04,Psittacidae,Psittaciformes,Aves,Chordata,Af,TAz,0iTf,Tnwf,,biHs,Dg,O,3.959891e+00,,,,1.187967e+01,1.398165e+03,,,,,7.919782e+00,3.000000e+01,,,,2.500000e+02,,,,,,2.800000e-01,3.898682e-02,3.116500e+02,1.510670e+01,std,False,False,False
Protonotaria_citrea,1.007145e+03,9.586900e-01,4.072100e-02,5.721038e+02,7.279459e+03,4.482000e-12,2.359000e+02,,1.422000e+03,3.528000e+03,Parulidae,Passeriformes,Aves,Chordata,Cfa Dfa,THn,0iTh 0iTi 0iTs,Tnwf,Ml,biCi,Dg,O,2.653885e+00,,,4.234897e+00,7.396922e+00,3.595587e+02,,,,1.581012e+00,4.743037e+00,2.100000e+00,,,,2.250000e+01,,,,,,2.800000e-01,1.126381e-01,3.147500e+02,,std,False,False,False
Pseudemydura_umbrina,2.232984e+02,6.486200e-01,2.572300e-02,1.893600e+01,8.291128e+03,9.561000e-11,1.043000e+04,,,5.467000e+05,Chelidae,Testudines,Reptilia,Chordata,Csa,TA,0bTd biFp,Tt,,biCi,Dg,O,5.491236e+01,,,,5.083941e+03,4.926038e+04,,,,,,5.200000e+00,,,2.365000e+02,4.170000e+02,2.600000e+00,,,1.070000e+01,1.310000e+01,3.000000e-01,1.015015e-02,2.981500e+02,,std,False,False,False
Pseudemys_concinna,3.512881e+02,9.608500e-01,3.379400e-02,2.701340e+01,7.834610e+03,7.101000e-11,1.093000e+03,,,3.348000e+05,Emydidae,Testudines,Reptilia,Chordata,Cfb Dfb,THn,0bTd biFp biFl biFr,Tt,,biHl,Dtmf,O,2.049869e+01,,,,2.210499e+03,2.810500e+04,,,,,2.190000e+03,8.000000e+00,,,,5.000000e+03,3.200000e+00,,,,2.870000e+01,3.000000e-01,2.191781e-02,2.931500e+02,,std,False,False,False
Pseudemys_nelsoni,8.597026e+02,3.549600e-01,3.089800e-02,3.226680e+01,7.834305e+03,8.637000e-10,3.269000e+04,,,1.336000e+07,Emydidae,Testudines,Reptilia,Chordata,Cfa,THn,0bTd biFp biFl biFr,Tt,,biCi piO,Dtmf,O,1.956693e+01,,,,2.143205e+03,7.918137e+03,,,,,2.123638e+03,1.230000e+01,,,,4.000000e+03,3.200000e+00,,,,3.050000e+01,3.000000e-01,2.966607e-01,2.951500e+02,,std,False,False,False
Pseudemys_texana,2.678430e+02,9.893300e-01,2.297900e-02,2.187700e+01,7.839186e+03,5.827000e-11,9.019000e+01,,,1.196000e+04,Emydidae,Testudines,Reptilia,Chordata,BSk Cfa,THn,0bTd biFp biFl biFr,Tt,,biHl,Dtmf,O,2.235670e+01,,,,8.111366e+02,2.336002e+04,,,,,7.887799e+02,3.394675e+00,,,1.233301e+02,4.800000e+03,2.717391e+00,,,9.000000e+00,3.050000e+01,3.000000e-01,2.768833e-02,2.951500e+02,,std,False,False,False
Pseudobulweria_rostrata,8.133547e+03,9.913700e-01,9.234300e-02,2.353028e+03,7.319796e+03,5.595000e-14,1.736000e+03,,,2.632000e+05,Procellariidae,Procellariiformes,Aves,Chordata,MC,MPS,0iMc,Tnsfm Tntfm,Ml,biSic,Dg,O,9.847005e+00,,,,3.133138e+01,1.633708e+03,,,,,2.148437e+01,6.100000e+01,,,,6.000000e+02,,,,,,2.800000e-01,1.530262e-02,3.105500e+02,4.448270e+01,std,False,False,False
Pseudoleistes_virescens,1.047443e+03,9.828000e-01,5.511500e-02,3.774528e+02,7.320918e+03,7.366000e-15,2.148000e+02,,1.481000e+03,4.981000e+03,Icteridae,Passeriformes,Aves,Chordata,Cfa,TN,0iTh 0iTi 0iTg,Tnpf,,biCi xiHs,Dg,O,2.653885e+00,,,4.234897e+00,7.396922e+00,7.546294e+02,,,,1.581012e+00,4.743037e+00,4.200000e+00,,,,7.995000e+01,,,,,,2.800000e-01,1.013743e-01,3.147500e+02,,std,False,False,False
Pseudophryne_bibronii,9.997110e+02,5.393100e-01,3.036800e-02,1.040778e+03,7.322521e+03,4.825000e-07,1.253000e+01,3.024000e+02,,5.261000e+03,Myobatrachidae,Anura,Amphibia,Chordata,Cfa Cfb,TA,0bTf 0iTg,Tns,,biCi,Dg,O,1.229774e+02,,5.833544e+02,,1.346445e+03,5.754712e+03,,,,,,8.571429e-03,8.700000e-02,,5.357143e-01,7.142857e-01,5.800000e-01,,,2.200000e+00,3.200000e+00,2.800000e-01,1.744223e-01,2.851500e+02,,std,False,False,False
Pseudoseisura_lophotes,1.288149e+03,9.628800e-01,3.187900e-02,5.835486e+02,7.324261e+03,4.098000e-11,4.401000e+02,,2.819000e+03,7.019000e+03,Furnariidae,Passeriformes,Aves,Chordata,A Cfa Cwa,TN,0iTf 0iTh,Tnpfm,,biCi,Dg,O,3.878755e+00,,,6.311082e+00,1.117573e+01,2.219498e+02,,,,2.432327e+00,7.296980e+00,5.700000e+00,,,,6.930000e+01,,,,,,2.800000e-01,6.307732e-02,3.147500e+02,,std,False,False,False
Pseudosida_bidentata,1.382361e+02,7.219100e-01,2.034800e-02,1.738753e+03,4.445248e+03,2.674000e-05,1.045000e-02,,,1.502000e-01,Sididae,Ctenopoda,Branchiopoda,Arthropoda,A,TPi,0iFp 0iFl 0iFm,Fbf,,biPp biD,D,Apf,9.315265e-01,,,,2.484071e+00,1.508186e+01,,,,,1.552544e+00,1.292869e-05,,,9.291974e-05,5.176471e-04,5.700000e-02,,,1.100000e-01,1.950000e-01,1.700000e-01,9.017456e+00,3.021500e+02,7.884100e-01,std,False,False,False
Psiloscops_flammeolus,5.932946e+03,9.946300e-01,8.933100e-02,3.288429e+03,7.321801e+03,2.292000e-14,1.370000e+02,,,7.018000e+03,Strigidae,Strigiformes,Aves,Chordata,BSk Dfb,THn,0iTh 0iTf,Tnwf,Ml,biCv,Dg,O,5.973843e+00,,,,9.068567e+00,4.885825e+02,,,,,3.094724e+00,7.500000e+00,,,,6.560000e+01,,,,,,2.800000e-01,5.577322e-02,3.126500e+02,1.305510e+01,std,False,False,False
Psittacula_eupatria,1.050044e+04,9.978400e-01,5.318000e-02,5.345524e+03,7.315485e+03,6.659000e-18,5.013000e+01,,,1.153000e+04,Psittacidae,Psittaciformes,Aves,Chordata,Af Am,TN,0iTf 0iTi,Tnwf,,biHs,Dg,O,3.301225e+00,,,,1.100408e+01,1.721353e+03,,,,,7.702857e+00,1.000000e+01,,,,2.380000e+02,,,,,,2.800000e-01,2.788504e-02,3.119500e+02,1.412410e+01,std,False,False,False
Psittacula_krameri,2.791540e+03,9.924000e-01,5.684900e-02,1.093132e+03,7.324438e+03,3.604000e-18,1.476000e+02,,,1.329000e+04,Psittaculidae,Psittaciformes,Aves,Chordata,Af,TA,0iTf,Tnwf,,biHn biHs,Dg,O,3.717449e+00,,,,1.107153e+01,2.005806e+03,,,,,7.354083e+00,7.000000e+00,,,,1.400000e+02,,,,,,2.800000e-01,6.780317e-02,3.116500e+02,1.407140e+01,std,False,False,False
Psittaculirostris_salvadorii,2.988295e+03,9.969700e-01,8.294000e-02,1.180552e+03,7.317741e+03,5.884000e-13,3.653000e+01,,,9.366000e+03,Psittaculidae,Psittaciformes,Aves,Chordata,Af,TA,0iTf,Tnwf,,biHs,Dg,O,6.631599e+00,,,,1.956799e+01,8.456927e+02,,,,,1.293640e+01,4.100000e+00,,,,1.000000e+02,,,,,,2.800000e-01,2.837910e-02,3.119500e+02,1.739910e+01,std,False,False,False
Psittrichas_fulgidus,2.071727e+04,9.976800e-01,2.923700e-02,1.047869e+04,7.277128e+03,1.025000e-13,5.057000e+01,,,2.778000e+04,Psittrichasiidae,Psittaciformes,Aves,Chordata,Af,TA,0iTf,Tnwf,Ms,biHs,Dg,O,8.427657e+00,,,,2.580490e+01,1.761860e+03,,,,,1.737725e+01,1.500000e+01,,,,8.650000e+02,,,,,,2.800000e-01,2.837910e-02,3.119500e+02,2.127050e+01,std,False,False,False
Psophia_crepitans,2.215267e+04,9.941200e-01,2.816500e-02,9.907065e+03,7.322013e+03,3.102000e-13,4.160000e+02,,,4.372000e+04,Psophiidae,Gruiformes,Aves,Chordata,Af Am,TN,xiTf,Tnwfm,,biCi xiO,Dg,O,4.948734e+00,,,,1.151953e+01,1.332411e+03,,,,,6.570793e+00,4.000000e+01,,,,1.300000e+03,,,,,,2.800000e-01,7.505192e-02,3.127500e+02,1.399620e+01,std,False,False,False
Psophia_leucoptera,1.433767e+04,9.914700e-01,2.044600e-02,6.306732e+03,7.321424e+03,7.140000e-13,8.716000e+02,,,3.337000e+04,Psophiidae,Gruiformes,Aves,Chordata,Af Am,TN,xiTf,Tnwfm,,biCi xiO,Dg,O,4.789097e+00,,,,1.135989e+01,1.332411e+03,,,,,6.570793e+00,5.200000e+01,,,,1.256000e+03,,,,,,2.800000e-01,5.628894e-02,3.127500e+02,5.117000e+00,std,False,False,False
Pternistis_bicalcaratus,1.866534e+02,9.622400e-01,8.201100e-02,2.728280e+01,7.310054e+03,6.432000e-11,3.520000e+03,,,6.377000e+03,Phasianidae,Galliformes,Aves,Chordata,Aw,TPa,0iTf,Tnsf,,bxCi biHs,Dg,O,4.899480e+00,,,,6.747602e+00,2.505526e+02,,,,,1.848122e+00,1.550000e+01,,,,3.810000e+02,,,,,,2.800000e-01,1.245248e-01,3.138500e+02,1.243000e-03,std,False,False,False
Pterocles_alchata,2.236858e+03,9.928900e-01,2.313400e-02,8.298910e+02,7.316990e+03,5.254000e-14,2.310000e+02,,,4.032000e+03,Pteroclididae,Pteroclidiformes,Aves,Chordata,BSk BWk Csa,THp TPi,0iTa 0iTd,Tnsfm,Ms,bxCi xiHs,Dg,O,3.622377e+00,,,,7.337807e+00,1.195625e+03,,,,,3.715430e+00,1.380000e+01,,,,3.097500e+02,,,,,3.500000e+01,2.800000e-01,5.530436e-02,3.145500e+02,0.000000e+00,std,False,False,False
Pterocles_namaqua,6.979467e+03,9.941000e-01,1.902900e-02,4.821939e+03,7.323597e+03,5.917000e-15,1.408000e+02,,,2.645000e+03,Pteroclididae,Pteroclidiformes,Aves,Chordata,B,TPa,0iTa 0iTd,Tnsfm,,bxCi xiHs,Dg,O,2.634456e+00,,,,5.235257e+00,1.130110e+03,,,,,2.600801e+00,1.160000e+01,,,,1.720000e+02,,,,,,2.800000e-01,5.530436e-02,3.145500e+02,0.000000e+00,std,False,False,False
Pterocles_orientalis,1.226756e+04,9.950000e-01,2.458500e-02,7.372240e+03,7.324059e+03,2.241000e-15,2.131000e+02,,,9.998000e+03,Pteroclididae,Pteroclidiformes,Aves,Chordata,BSk BWk Csa,THp TPi,0iTa 0iTd,Tnsfm,Ms,bxCi xiHs,Dg,O,3.540050e+00,,,,7.255480e+00,1.130110e+03,,,,,3.715430e+00,1.910000e+01,,,,3.550000e+02,,,,,,2.800000e-01,5.530436e-02,3.145500e+02,7.874000e+00,std,False,False,False
Pterodroma_atrata,3.916806e+03,9.920500e-01,5.788100e-02,1.046165e+03,7.316019e+03,8.471000e-26,1.485000e+03,,,7.607000e+04,Procellariidae,Procellariiformes,Aves,Chordata,MA,MP,0iMc,Tntfm,,biCvf biCik biCic,Dg,O,8.951822e+00,,,,2.381185e+01,1.633708e+03,,,,,1.486003e+01,5.800000e+01,,,,5.600000e+02,,,,,,2.800000e-01,1.530262e-02,3.105500e+02,3.212480e+01,std,False,False,False
Pterodroma_axillaris,7.336753e+03,9.945400e-01,3.620000e-02,2.704382e+03,7.304080e+03,3.480000e-24,6.239000e+02,,,4.544000e+04,Procellariidae,Procellariiformes,Aves,Chordata,MB MC,MPS,0iMc,Tntfm,,biCvf biCik biCic,Dg,O,8.414713e+00,,,,2.357910e+01,1.633708e+03,,,,,1.516439e+01,4.500000e+01,,,,6.300000e+02,,,,,,2.800000e-01,1.530262e-02,3.105500e+02,2.808180e+01,std,False,False,False
Pterodroma_hypoleuca,2.385547e+03,9.923100e-01,7.198800e-02,5.972956e+02,7.305922e+03,8.321000e-14,1.128000e+03,,,5.057000e+04,Procellariidae,Procellariiformes,Aves,Chordata,MA,MP,0iMc,Tntfm,,biCvf biCik biCic,Dg,O,8.951822e+00,,,,2.327474e+01,2.012728e+03,,,,,1.432292e+01,3.900000e+01,,,,3.600000e+02,,,,,,2.800000e-01,1.530262e-02,3.105500e+02,3.361210e+01,std,False,False,False
Pterodroma_incerta,1.463940e+04,9.846800e-01,2.268700e-02,7.585312e+03,7.302654e+03,3.178000e-14,3.062000e+03,,,2.353000e+05,Procellariidae,Procellariiformes,Aves,Chordata,MB,MAS,0iMc,Tntfm,,biCvf biCik biCic,Dg,O,9.936523e+00,,,,3.464355e+01,1.960449e+03,,,,,2.470703e+01,7.000000e+01,,,,7.500000e+02,,,,,,2.800000e-01,1.530262e-02,3.105500e+02,3.442940e+01,std,False,False,False
Pterodroma_leucoptera,2.964741e+03,9.949100e-01,5.356900e-02,7.752648e+02,7.331858e+03,4.144000e-25,4.710000e+02,,,3.715000e+04,Procellariidae,Procellariiformes,Aves,Chordata,MA MB MC,MP,0iMc,Tntfm,,biCvf biCik biCic,Dg,O,8.593750e+00,,,,2.470703e+01,1.633708e+03,,,,,1.611328e+01,3.200000e+01,,,,5.500000e+02,,,,,,2.800000e-01,1.530262e-02,3.105500e+02,3.114060e+01,std,False,False,False
Pterodroma_macroptera,6.262270e+03,9.911100e-01,4.683500e-02,1.985603e+03,7.304736e+03,4.595000e-28,1.455000e+03,,,1.339000e+05,Procellariidae,Procellariiformes,Aves,Chordata,MC,MAS MIS,0iMc,Tntfm,,biCvf biCik biCic,Dg,O,9.847005e+00,,,,2.936198e+01,1.633708e+03,,,,,1.951497e+01,5.500000e+01,,,,7.000000e+02,,,,,,2.800000e-01,1.530262e-02,3.105500e+02,3.678390e+01,std,False,False,False
Pterodroma_nigripennis,3.417816e+03,9.928700e-01,5.788100e-02,1.046165e+03,7.326039e+03,4.945000e-28,7.714000e+02,,,4.980000e+04,Procellariidae,Procellariiformes,Aves,Chordata,MA MB MC,MP,0iMc,Tntfm,,biCvf biCik biCic,Dg,O,8.110351e+00,,,,2.332845e+01,1.633708e+03,,,,,1.521810e+01,3.300000e+01,,,,3.500000e+02,,,,,,2.800000e-01,1.530262e-02,3.105500e+02,2.968560e+01,std,False,False,False
Pterodroma_phaeopygia,4.212580e+03,9.910000e-01,6.671400e-02,1.030782e+03,7.301461e+03,4.060000e-27,1.709000e+03,,,1.682000e+05,Procellariidae,Procellariiformes,Aves,Chordata,MA,MPE,0iMc,Tntfm,,biCvf biCik biCic,Dg,O,9.847005e+00,,,,3.133138e+01,1.633708e+03,,,,,2.148437e+01,6.000000e+01,,,,7.000000e+02,,,,,,2.800000e-01,1.530262e-02,3.105500e+02,3.920260e+01,std,False,False,False
Pterodroma_pycrofti,5.710483e+03,9.988500e-01,9.234300e-02,1.930782e+03,7.319696e+03,2.449000e-14,2.057000e+01,,,1.237000e+04,Procellariidae,Procellariiformes,Aves,Chordata,MC,MP,0iMc,Tntfm,,biCvf biCik biCic,Dg,O,8.056640e+00,,,,2.237956e+01,1.633708e+03,,,,,1.432292e+01,7.700000e+00,,,,2.500000e+02,,,,,,2.800000e-01,1.530262e-02,3.105500e+02,3.926420e+01,std,False,False,False
Pterodroma_sandwichensis,4.689767e+03,9.899200e-01,6.859900e-02,1.279699e+03,7.317117e+03,5.366000e-20,2.025000e+03,,,1.666000e+05,Procellariidae,Procellariiformes,Aves,Chordata,MA MB,MPW,0iMc,Tntfm,,biCvf biCik biCic,Dg,O,9.900716e+00,,,,2.970215e+01,8.560628e+02,,,,,1.980143e+01,7.000000e+01,,,,5.520000e+02,,,,,,2.800000e-01,1.530262e-02,3.105500e+02,3.989140e+01,std,False,False,False
Pterodroma_solandri,2.444078e+04,9.938800e-01,2.761500e-02,1.396849e+04,7.320296e+03,4.075000e-26,7.319000e+02,,,1.129000e+05,Procellariidae,Procellariiformes,Aves,Chordata,MA MB,MPW,0iMc,Tntfm,,biCvf biCik biCic,Dg,O,1.122797e+01,,,2.743969e+01,5.986313e+01,1.357174e+03,,,,1.621172e+01,4.863515e+01,5.000000e+01,,,,6.100000e+02,,,,,,2.800000e-01,1.842063e-02,3.125500e+02,3.981030e+01,std,False,False,False
Pteroglossus_bailloni,3.807572e+03,9.917300e-01,2.687700e-02,2.204626e+03,7.321994e+03,1.414000e-13,1.319000e+02,,,6.953000e+03,Ramphastidae,Piciformes,Aves,Chordata,Aw,TN,0iTi 0iTf,Tnwfm,,biCii biCvr biHs,Dg,O,2.918586e+00,,,,9.490579e+00,9.423769e+02,,,,,6.571993e+00,6.200000e+00,,,,1.200000e+02,,,,,,2.800000e-01,5.252676e-02,3.120000e+02,7.772900e-01,std,False,False,False
Pteroglossus_castanotis,7.120272e+03,9.936100e-01,2.213100e-02,4.479122e+03,7.309526e+03,9.409000e-13,1.142000e+02,,,7.194000e+03,Ramphastidae,Piciformes,Aves,Chordata,Aw,TN,0iTi 0iTf,Tnwfm,,biCii biCvr biHs,Dg,O,2.918586e+00,,,,9.490579e+00,9.423769e+02,,,,,6.571993e+00,8.600000e+00,,,,2.000000e+02,,,,,,2.800000e-01,5.252676e-02,3.120000e+02,2.031300e+00,std,False,False,False
Pteroglossus_torquatus,7.687176e+03,9.898800e-01,1.919200e-02,5.639921e+03,7.309637e+03,6.564000e-13,2.458000e+02,,,1.002000e+04,Ramphastidae,Piciformes,Aves,Chordata,Aw,TN,0iTi 0iTf,Tnwfm,,biCii biCvr biHs,Dg,O,3.009791e+00,,,,9.581784e+00,9.423769e+02,,,,,6.571993e+00,1.000000e+01,,,,1.550000e+02,,,,,,2.800000e-01,5.252676e-02,3.120000e+02,1.183800e-01,std,False,False,False
Pteroglossus_viridis,8.186670e+03,9.911200e-01,1.855300e-02,6.528784e+03,7.319490e+03,4.188000e-13,1.673000e+02,,,8.240000e+03,Ramphastidae,Piciformes,Aves,Chordata,Aw,TN,0iTi 0iTf,Tnwfm,,biCii biCvr biHs,Dg,O,2.918586e+00,,,,9.490579e+00,9.423769e+02,,,,,6.571993e+00,8.000000e+00,,,,1.350000e+02,,,,,,2.800000e-01,5.252676e-02,3.120000e+02,7.096000e-05,std,False,False,False
Ptychoramphus_aleuticus,6.898123e+03,9.960600e-01,3.312300e-02,3.866815e+03,7.345866e+03,3.960000e-14,2.213000e+02,,,1.053000e+04,Alcidae,Charadriiformes,Aves,Chordata,MC,MPNE,xiMcp 0bTd,Tncfm Tntfm,Ms,biCik,Dg,O,7.026479e+00,,,,1.290087e+01,7.805677e+02,,,,,5.874389e+00,2.000000e+01,,,,1.840000e+02,,,,,,2.800000e-01,2.075413e-02,3.141500e+02,2.073800e-08,std,False,False,False
Puffinus_assimilis,3.666941e+03,9.947400e-01,9.009000e-02,1.061722e+03,7.329458e+03,2.181000e-18,5.586000e+02,,,5.299000e+04,Procellariidae,Procellariiformes,Aves,Chordata,MC,MS MC,0iMc,Tntfm,Ml,biCvf biCik biCic,Dg,O,2.433136e+01,,,,3.590551e+01,2.867071e+03,,,,,1.157415e+01,3.000000e+01,,,,3.000000e+02,,,,,,2.800000e-01,1.775331e-02,3.121500e+02,2.805200e+01,std,False,False,False
Puffinus_gavia,3.665422e+03,9.949000e-01,6.854300e-02,9.465138e+02,7.307284e+03,9.685000e-16,6.317000e+02,,,5.909000e+04,Procellariidae,Procellariiformes,Aves,Chordata,MB MC,MPW MIE,0iMc,Tntfm,Ml,biCvf biCik biCic,Dg,O,2.211942e+01,,,,3.431085e+01,2.867071e+03,,,,,1.219144e+01,4.000000e+01,,,,5.250000e+02,,,,,,2.800000e-01,1.775331e-02,3.121500e+02,1.319360e+01,std,False,False,False
Puffinus_huttoni,4.998263e+03,9.928500e-01,3.894100e-02,1.514304e+03,7.321323e+03,8.085000e-15,1.178000e+03,,,7.229000e+04,Procellariidae,Procellariiformes,Aves,Chordata,MB MC,MPW MIE,0iMc,Tntfm,Ml,biCvf biCik biCic,Dg,O,2.225213e+01,,,,3.552382e+01,2.867071e+03,,,,,1.327169e+01,6.000000e+01,,,,7.300000e+02,,,,,,2.800000e-01,1.775331e-02,3.121500e+02,2.336400e-06,std,False,False,False
Puffinus_lherminieri,3.387087e+03,9.911100e-01,8.945000e-02,1.059718e+03,7.314912e+03,1.025000e-13,1.222000e+03,,,7.751000e+04,Procellariidae,Procellariiformes,Aves,Chordata,MA MB MC,MA,0iMc,Tntfm,Ml,biCvf biCik biCic,Dg,O,2.256181e+01,,,,3.444460e+01,1.070223e+03,,,,,1.188279e+01,3.200000e+01,,,,2.100000e+02,,,,,,2.800000e-01,1.775331e-02,3.121500e+02,2.158240e+01,std,False,False,False
Puffinus_opisthomelas,4.003488e+03,9.945200e-01,8.041300e-02,1.014304e+03,7.322051e+03,1.300000e-16,9.314000e+02,,,6.612000e+04,Procellariidae,Procellariiformes,Aves,Chordata,MA MB MC,MPE,0iMc,Tntfm,Ml,biCvf biCik biCic,Dg,O,2.256181e+01,,,,3.336434e+01,2.867071e+03,,,,,1.080254e+01,5.000000e+01,,,,5.400000e+02,,,,,,2.800000e-01,1.775331e-02,3.121500e+02,1.749800e+01,std,False,False,False
Puffinus_puffinus,6.744582e+04,9.969800e-01,2.289800e-02,5.601178e+04,7.310135e+03,2.139000e-16,3.091000e+02,,,5.910000e+04,Procellariidae,Procellariiformes,Aves,Chordata,MC ME,MA MN,0iMc,Tntfm,Ml,biCvf biCik biCic,Dg,O,2.256181e+01,,,,3.398163e+01,2.867071e+03,,,,,1.141983e+01,4.500000e+01,,,,7.000000e+02,,,,,,2.800000e-01,1.775331e-02,3.121500e+02,2.283520e+01,std,False,False,False
Pungitius_pungitius,3.187773e+01,9.500000e-01,1.305000e-01,1.874000e+01,5.200000e+03,8.666000e-09,7.561000e-01,,,1.786000e+02,Gasterosteidae,Perciformes,Actinopterygii,Chordata,MC,MA MP TH,piMc 0iFe 0iFl 0iFp,Fnm,Ma,biCi,D,O,7.840199e+00,,,,5.470000e+02,1.825000e+03,,,,,,2.755518e-03,,,5.581961e-01,4.465568e+00,6.300000e-01,,,3.700000e+00,7.400000e+00,2.000000e-01,2.191781e-01,2.931500e+02,,std,False,False,False
Pygoscelis_adeliae,2.527486e+04,9.990500e-01,1.163800e-01,4.811977e+03,7.338660e+03,1.236000e-13,1.195000e+02,,,2.258000e+04,Spheniscidae,Sphenisciformes,Aves,Chordata,ME,TS,0iMc,Tncfm,Ml,biCvf biCic biCik,Dg,O,7.322612e+00,,,,1.197590e+01,9.705425e+02,,,,,4.653286e+00,8.096000e+01,,,,5.000000e+03,,,,,6.985000e+01,2.800000e-01,3.297125e-02,3.113500e+02,2.821090e+01,std,False,False,False
