Row,p_Am,kap,v,p_M,E_G,h_a,E_Hb,E_Hj,E_Hx,E_Hp,k_J,kap_R,kap_X,kap_P,family,order,class,phylum,climate,ecozone,habitat,embryo,migrate,food,gender,reprod,ab,ah,aj,ax,ap,am,tg,tb,tj,tx,tp,Wwb,Wwj,Wwx,Wwp,Wwi,Lb,Lj,Lx,Lp,Li,Ri,Ni,GSI,NR,d_V,T_typical,f,t_0,model,completeness
Sternula_albifrons,1140.82190290146,0.9478,0.031533,568.4617,7329.3658,6.015e-13,834.1,NaN,3440,7286,0.023236,0.95,0.8,0.1,Laridae,Charadriiformes,Aves,Chordata,C D,THp,0iFm 0iMc,Tnsfm,Ml,biCvf,Dg,O,4.28704481298865,NaN,NaN,NaN,NaN,1130.73883111171,NaN,NaN,NaN,2.46277730167049,7.38833190501146,6.5,NaN,NaN,NaN,45,NaN,NaN,NaN,NaN,NaN,0.042273245319615,NaN,NaN,NaN,0.28,314.05,1,NaN,std,2.5
Sternula_antillarum,896.961541549579,0.97149,0.031739,418.9371,7320.8958,6.454e-13,354,NaN,1801,4582,0.017175,0.95,0.8,0.1,Laridae,Charadriiformes,Aves,Chordata,A Csb Cfa,TN THn,0iFm 0iMc,Tnsfm,Ml,biCvf,Dg,O,4.28704481298865,NaN,NaN,NaN,NaN,1140.20108074444,NaN,NaN,NaN,2.52758723066182,7.58276169198544,4.7,NaN,NaN,NaN,46.9,NaN,NaN,NaN,NaN,NaN,0.042273245319615,NaN,NaN,NaN,0.28,314.05,1,NaN,std,2.5
Stethojulis_albovittata,72.0756012312829,0.95835,0.019634,27.8332,5230.8978,2.81e-09,0.03426,0.0402,NaN,550.9,0.002,0.95,0.8,0.1,Labridae,Labriformes,Actinopterygii,Chordata,MA,MP MI,0jMp jiMr,Mp,,bjPz jiCi,D,O,1.82241812902073,NaN,NaN,NaN,NaN,1478.18359353903,NaN,NaN,NaN,NaN,NaN,0.000268,NaN,NaN,3,32.2,NaN,NaN,NaN,6.5,14,NaN,NaN,0.1,NaN,0.2,300.65,1,NaN,abj,1.5
Stethojulis_trilineata,91.6229823683881,0.95964,0.021532,27.8332,5221.6447,2.521e-09,0.02997,0.03008,NaN,1743,0.002,0.95,0.8,0.1,Labridae,Labriformes,Actinopterygii,Chordata,MA,MP MI,0jMp jiMr,Mp,,bjPz jiCi,D,O,1.63948232953353,NaN,NaN,NaN,NaN,1329.80233395498,NaN,NaN,NaN,NaN,NaN,0.000268,NaN,NaN,9.3,60.8,NaN,NaN,NaN,9,16.5,NaN,NaN,0.1,NaN,0.2,301.85,1,NaN,abj,1.5
Sthenoteuthis_oualaniensis,477.198779640269,0.71887,0.025964,262.4064,5485.0578,2.818e-07,0.1034,17.46,NaN,322900,0.002,0.95,0.8,0.1,Ommastrephidae,Oegopsida,Cephalopoda,Mollusca,MA,MP MI,0jMp jiMd,Mp,,bjPz jiCi,D,Os,NaN,NaN,NaN,NaN,NaN,98.8616462139655,NaN,NaN,NaN,NaN,NaN,0.00027,NaN,NaN,NaN,NaN,NaN,NaN,NaN,18.3,24,NaN,2000000,NaN,NaN,0.21,299.15,1,NaN,abj,2.5
Sthenoteuthis_pteropus,40.8827963268997,0.96213,0.049215,25.8423,5462.3041,2.483e-15,0.04911,234.4,NaN,88360,0.002,0.95,0.8,0.1,Ommastrephidae,Oegopsida,Cephalopoda,Mollusca,MA MB,MA,0jMp jiMd,Mp,,bjPz jiCi,D,Os,NaN,NaN,NaN,NaN,NaN,197.183064852991,NaN,NaN,NaN,NaN,NaN,0.00027,NaN,NaN,NaN,NaN,NaN,NaN,NaN,23.5,55,NaN,1000000,NaN,NaN,0.21,299.15,1,NaN,abj,2.5
Stichaeus_grigorjewi,928.876686702656,0.74466,0.47379,69.4531,5193.543,9.174e-08,2.943,2.952,NaN,292900,0.002,0.95,0.8,0.1,Stichaeidae,Perciformes,Actinopterygii,Chordata,MC,MPNW,0jMp jiMcd,Mnf,,biCi,D,O,NaN,NaN,NaN,NaN,NaN,37779.6780479231,NaN,NaN,NaN,NaN,NaN,0.0026,NaN,NaN,145.7,1300,NaN,NaN,NaN,30,60,41.9693888864986,NaN,NaN,NaN,0.2,274.95,1,NaN,abj,2.5
Stichaeus_punctatus,312.294813295209,0.80089,0.38791,80.3114,5219.8649,2.576e-08,2.894,9.615,NaN,17650,0.002,0.95,0.8,0.1,Stichaeidae,Perciformes,Actinopterygii,Chordata,ME,MN MPN MAN,0jMp jiMcd,Mnf,,biCi,D,O,NaN,NaN,NaN,NaN,NaN,35088.8330390864,NaN,NaN,NaN,NaN,NaN,0.0026,NaN,NaN,NaN,NaN,NaN,NaN,NaN,10,22,0.770396470649796,NaN,NaN,NaN,0.2,272.65,1,NaN,abj,2.5
Stichopus_vastus,9.06679047367727,0.98527,0.039586,7.6779,2359.6496,2.291e-09,0.0001342,0.2044,NaN,7061,0.002,0.95,0.8,0.1,Stichopodidae,Aspidochirotida,Holothuroidea,Echinodermata,MA,MI,0jMcp jiMb,Mp,,biP bjHa,D,O,0.529171136136943,NaN,NaN,NaN,NaN,1062.31105579491,NaN,NaN,7.93756704205414,NaN,193.147464689984,4.2e-06,NaN,NaN,182,2850,NaN,1,NaN,22,50,88015.651809286,NaN,NaN,NaN,0.09,300.15,1,NaN,abj,2.4
Stigmochelys_pardalis,536.200305998573,0.74301,0.012489,20.6563,7835.4482,1.067e-10,52330,NaN,NaN,21350000,0.00078442,0.95,0.8,0.1,Testudinidae,Testudines,Reptilia,Chordata,BSh,TPa,0iTa 0iTi,Tt,,biHl,Dtmf,O,130.075327621181,NaN,NaN,NaN,NaN,18958.9582382466,NaN,NaN,NaN,NaN,3286.21942796275,99.5,NaN,NaN,NaN,54000,NaN,NaN,NaN,NaN,70,0.0791182712230461,NaN,NaN,NaN,0.3,297.15,1,NaN,std,2.5
Stolephorus_carpentariae,381.811650315389,0.99401,0.019623,550.2749,5223.2543,2.147e-07,0.001841,0.00273,NaN,30.71,0.002,0.95,0.8,0.1,Engraulidae,Clupeiformes,Actinopterygii,Chordata,MB,MPSW,piMpe 0jFr,Fg,Mda,biPz,D,O,1.49205368297332,NaN,NaN,NaN,NaN,217.839837714105,NaN,NaN,NaN,NaN,NaN,0.00027,NaN,NaN,0.82,2.48,NaN,NaN,NaN,5,7.1,4.5446232901591,NaN,NaN,NaN,0.2,300.85,1,NaN,abj,2.4
Stolephorus_commersonnii,528.470712349627,0.98505,0.014376,402.6064,5218.2044,8.252e-07,0.002654,0.003536,NaN,127.2,0.002,0.95,0.8,0.1,Engraulidae,Clupeiformes,Actinopterygii,Chordata,MB,MPSW,piMpe 0jFr,Fg,Mda,biPz,D,O,1.41513742364041,NaN,NaN,NaN,NaN,172.175053209583,NaN,NaN,NaN,NaN,NaN,0.00027,NaN,NaN,2.73,25.3,NaN,NaN,NaN,7.2,14.5,58.2720888593958,NaN,NaN,NaN,0.2,301.45,1,NaN,abj,2.4
Stolephorus_indicus,809.122822319583,0.93353,0.025919,655.9052,5232.3572,2.918e-08,0.009641,0.02453,NaN,1494,0.002,0.95,0.8,0.1,Engraulidae,Clupeiformes,Actinopterygii,Chordata,MB,MI MPSW,piMpe 0jFr,Fg,Mda,biPz,D,O,1.4659269342019,NaN,NaN,NaN,NaN,445.886109153079,NaN,NaN,NaN,NaN,NaN,0.00018,NaN,NaN,5.32,29.35,NaN,NaN,NaN,9,15.5,790.560622463756,NaN,NaN,NaN,0.2,301.05,1,NaN,abj,2.3
Stolephorus_insularis,61.9976991416955,0.99615,0.033464,95.7504,5234.1349,3.381e-08,0.004019,0.03066,NaN,9.941,0.002,0.95,0.8,0.1,Engraulidae,Clupeiformes,Actinopterygii,Chordata,MB,MPSW,piMpe 0jFr,Fg,Mda,biPz,D,O,1.39045517225414,NaN,NaN,NaN,NaN,287.592478127897,NaN,NaN,NaN,NaN,NaN,0.00027,NaN,NaN,0.385,2.72,NaN,NaN,NaN,4.3,8,2.12801114960953,NaN,NaN,NaN,0.2,301.65,1,NaN,abj,2.5
Stolephorus_nelsoni,146.980293091558,0.98604,0.026275,115.8964,5217.2413,8.34e-08,0.009231,0.01328,NaN,39.53,0.002,0.95,0.8,0.1,Engraulidae,Clupeiformes,Actinopterygii,Chordata,MB,MPSW,piMpe 0jFr,Fg,Mda,biPz,D,O,1.39045517225414,NaN,NaN,NaN,NaN,287.592478127897,NaN,NaN,NaN,NaN,NaN,0.00027,NaN,NaN,0.59,6.22,NaN,NaN,NaN,4.3,9,14.9315448997602,NaN,NaN,NaN,0.2,301.65,1,NaN,abj,2.3
Stolephorus_waitei,67.1126763144322,0.98883,0.025919,48.8107,5208.3628,1.228e-07,0.006525,0.01612,NaN,286.9,0.002,0.95,0.8,0.1,Engraulidae,Clupeiformes,Actinopterygii,Chordata,MB,MI MPSW,piMpe 0jFr,Fg,Mda,biPz,D,O,1.39045517225414,NaN,NaN,NaN,NaN,258.833230315107,NaN,NaN,NaN,NaN,NaN,0.00018,NaN,NaN,3.45,9.53,NaN,NaN,NaN,8.4,11.7,14.273455889751,NaN,NaN,NaN,0.2,301.65,1,NaN,abj,2.3
Stolothrissa_tanganicae,17.6008067805519,0.95125,0.021236,53.059,5221.9689,2.542e-07,0.01504,2.831,NaN,1013,0.002,0.95,0.8,0.1,Dorosomatidae,Clupeiformes,Actinopterygii,Chordata,Aw,TPa,0iFl,Fp,,biPz,D,O,NaN,NaN,NaN,NaN,NaN,211.146218215133,NaN,NaN,NaN,NaN,NaN,6.5e-05,NaN,NaN,2.3,6.4,NaN,NaN,NaN,NaN,10.5,NaN,NaN,NaN,NaN,0.2,299.15,1,NaN,abj,2.5
Strangomera_bentincki,552.863014374387,0.97952,0.03352,184.1473,5258.9501,1.428e-07,0.02221,0.03595,NaN,466.8,0.002,0.95,0.8,0.1,Clupeidae,Clupeiformes,Actinopterygii,Chordata,MB,MPSE,0iMcp,Fpe,Mo,biPz,D,O,7.54888931816655,NaN,NaN,NaN,NaN,2296.12050094233,NaN,NaN,NaN,NaN,NaN,0.0009,NaN,NaN,8.63,186.7,NaN,NaN,NaN,10.5,28.4,22.6773812518248,NaN,NaN,NaN,0.2,291.15,1,-87.6523,abj,2.5
Strauchbufo_raddei,10810.5958226568,0.92961,0.027966,8976.8986,7321.6591,2.299e-08,0.08589,29,NaN,125600,0.002,0.95,0.8,0.1,Bufonidae,Anura,Amphibia,Chordata,BSk BWk Dw,THp,0iFl 0iFm jiTf jiTs jiTd jiTa jiTi,Fc,,biCi,Dg,O,26.2162002240443,NaN,NaN,NaN,NaN,13396.4783144867,NaN,NaN,NaN,NaN,2392.22827044405,0.0042,NaN,NaN,NaN,87.1,NaN,1.4,NaN,NaN,8.9,3.65767770078891,NaN,NaN,NaN,0.28,283.15,1,NaN,std,2.5
Streptocephalus_proboscideus,91.2824152523785,0.99117,0.026319,973.8173,4462.3895,5.197e-06,0.0001052,0.004628,NaN,0.1955,0.002,0.95,0.8,0.1,Streptocephalidae,Anostraca,Branchiopoda,Arthropoda,A B,TPa,0iFpe,Fbf,,biPp biD,D,Apf,NaN,NaN,NaN,NaN,NaN,56.9490928243049,NaN,NaN,NaN,NaN,5.69490928243049,NaN,NaN,NaN,NaN,0.0582352941176471,0.07,NaN,NaN,0.8,1.8,30.0813123320683,NaN,NaN,NaN,0.17,300.15,1,NaN,abj,2.2
Streptocephalus_sealii,1213.63837838015,0.95972,0.085773,8835.2653,4447.7693,3.617e-05,0.00113,0.009739,NaN,15.5,0.002,0.95,0.8,0.1,Streptocephalidae,Anostraca,Branchiopoda,Arthropoda,A B,THn,0iFpe,Fbf,,biPp biD,D,Apf,2.68792520728027,NaN,NaN,NaN,NaN,258.040819898906,NaN,NaN,NaN,NaN,86.0136066329686,2.06e-05,NaN,NaN,NaN,0.08,NaN,NaN,NaN,1.6,2,13.9512810469692,NaN,NaN,NaN,0.17,285.15,1,0,abj,2.6
Streptocephalus_siamensis,86.7933325653987,0.99505,0.04766,2251.1653,4444.6699,1.418e-05,8.61e-06,0.006717,NaN,0.9113,0.002,0.95,0.8,0.1,Streptocephalidae,Anostraca,Branchiopoda,Arthropoda,A B,TPi,0iFpe,Fbf,,biPp biD,D,Apf,2.53107079219133,NaN,NaN,NaN,NaN,23.8553422164033,NaN,NaN,NaN,NaN,5.37852543340657,NaN,NaN,NaN,NaN,0.05,0.04,NaN,NaN,1.3,2.13,413.166406836117,NaN,NaN,NaN,0.17,298.15,1,3.4982,abj,2.6
Streptocephalus_sirindhornae,187.726419639254,0.99128,0.018705,3729.2474,4438.3356,9.289e-06,1.858e-05,0.007026,NaN,6.027,0.002,0.95,0.8,0.1,Streptocephalidae,Anostraca,Branchiopoda,Arthropoda,A B,TPi,0iFpe,Fbf,,biPp biD,D,Apf,2.53107079219133,NaN,NaN,NaN,NaN,42.7750963880334,NaN,NaN,NaN,NaN,8.54236392364573,NaN,NaN,NaN,NaN,0.143529411764706,0.04,NaN,NaN,1.8,2.43,521.868945711096,NaN,NaN,NaN,0.17,298.15,1,3.2,abj,2.6
Streptocephalus_torvicornis,65.4522251531562,0.93989,0.015824,783.8072,4430.5292,2.871e-06,0.003094,0.6671,NaN,6.891,0.002,0.95,0.8,0.1,Streptocephalidae,Anostraca,Branchiopoda,Arthropoda,A B,THp TPa,0iFpe,Fbf,,biPp biD,D,Apf,3.20180455212203,NaN,NaN,NaN,NaN,75.9321237657398,NaN,NaN,NaN,NaN,12.6553539609566,NaN,NaN,NaN,NaN,0.156470588235294,0.1,NaN,NaN,1.3,2.5,105.844885601242,NaN,NaN,NaN,0.17,298.15,1,1.9956,abj,2.6
Streptocephalus_vitreus,179.865684488251,0.98818,0.040809,8740.1491,4447.7691,7.497e-05,0.0002846,0.3376,NaN,0.3451,0.002,0.95,0.8,0.1,Streptocephalidae,Anostraca,Branchiopoda,Arthropoda,A B,TPa,0iFpe,Fbf,,biPp biD,D,Apf,1.25,NaN,NaN,NaN,NaN,30,NaN,NaN,NaN,NaN,14,5.88235294117647e-06,NaN,NaN,0.00258823529411765,0.00764705882352941,NaN,NaN,NaN,NaN,NaN,10.5,NaN,NaN,NaN,0.17,293.15,1,0,abj,2.6
Streptopelia_decaocto,11233.7484392417,0.9337,0.015388,9413.0404,7308.9076,1.264e-13,102,NaN,717.4,1807,0.39399,0.95,0.8,0.1,Columbidae,Columbiformes,Aves,Chordata,A B C D,THp TPi,0iTf 0iTi,Tnpfm,,biHs,Dg,O,2.57526036789937,NaN,NaN,NaN,NaN,868.014281998296,NaN,NaN,NaN,2.6571187939031,7.97135638170931,7,NaN,NaN,NaN,157.4,NaN,NaN,NaN,NaN,NaN,0.185596024559785,NaN,NaN,NaN,0.28,313.78,1,NaN,std,2.5
Streptopelia_roseogrisea,4598.91313993347,0.78766,0.027812,2032.7609,7324.1138,9.714e-13,1345,NaN,20250,34810,0.083409,0.95,0.8,0.1,Columbidae,Columbiformes,Aves,Chordata,BSh,TPa,0iTf 0iTi,Tnpfm,,biHs,Dg,O,2.75595737977841,NaN,NaN,NaN,NaN,581.909015864779,NaN,NaN,NaN,4.64995788933043,13.9498736679913,7,NaN,NaN,NaN,148,NaN,NaN,NaN,NaN,NaN,0.185596024559785,NaN,NaN,NaN,0.28,313.78,1,NaN,std,2.5
Streptoprocne_biscutata,1151.60429379356,0.95836,0.032662,417.37,7331.6408,7.166e-12,937.5,NaN,5829,14960,0.01681,0.95,0.8,0.1,Apodidae,Apodiformes,Aves,Chordata,Aw Cwa Cwb,TN,0iTh 0iTf 0iTi 0iTg,Tncfm,,biCi,Dg,O,4.89947978627274,NaN,NaN,NaN,NaN,979.598129538128,NaN,NaN,NaN,5.53540038951339,16.6062011685402,10,NaN,NaN,NaN,119,NaN,NaN,NaN,NaN,NaN,0.0326664568205002,NaN,NaN,NaN,0.28,311.25,1,NaN,std,2.5
Streptoprocne_rutila,894.965102967268,0.9807,0.01913,373.0416,7315.9572,1.159e-11,73.62,NaN,1017,3828,0.015506,0.95,0.8,0.1,Apodidae,Apodiformes,Aves,Chordata,Aw,TN,0iTh 0iTf 0iTi 0iTg,Tncfm,,biCi,Dg,O,4.69533479517804,NaN,NaN,NaN,NaN,979.598129538128,NaN,NaN,NaN,6.79344593258462,20.3803377977539,2.3,NaN,NaN,NaN,108,NaN,NaN,NaN,NaN,NaN,0.0653329136410004,NaN,NaN,NaN,0.28,311.25,1,NaN,std,2.5
Streptoprocne_zonaris,1253.09943860965,0.47988,0.028867,356.6651,7316.9445,4.965e-12,16510,NaN,75510,106600,0.016521,0.95,0.8,0.1,Apodidae,Apodiformes,Aves,Chordata,A,TN,0iTh 0iTf 0iTi 0iTg,Tncfm,,biCi,Dg,O,4.89947978627274,NaN,NaN,NaN,NaN,979.598129538128,NaN,NaN,NaN,8.89018850437,26.67056551311,9,NaN,NaN,NaN,35,NaN,NaN,NaN,NaN,NaN,0.0326664568205002,NaN,NaN,NaN,0.28,311.25,1,NaN,std,2.5
Strigops_habroptila,2796.61942059189,0.98126,0.030062,581.2405,7330.8129,3.597e-16,629.9,NaN,22780,49240,0.022804,0.95,0.8,0.1,Strigopidae,Psittaciformes,Aves,Chordata,Cfb,TAz,0iTh 0iTf,Tntf,,biHs biHe biHl,Dg,O,6.12434973284092,NaN,NaN,NaN,NaN,2737.05568406916,NaN,NaN,NaN,9.49845808170119,28.4953742451036,28.9,NaN,NaN,NaN,1750,NaN,NaN,NaN,NaN,NaN,0.0109606831072575,NaN,NaN,NaN,0.28,314.45,1,NaN,std,2.5
Strix_occidentalis,173.458680971555,0.92882,0.10046,19.8294,7319.5317,2.499e-14,24120,NaN,56890,587800,0.00081341,0.95,0.8,0.1,Strigidae,Strigiformes,Aves,Chordata,Csa Csb Cwa Cwb,THn,0iTf 0iTa,Tnpf Tncf,,biCvm,Dg,O,6.12434973284092,NaN,NaN,NaN,NaN,1260.97859805386,NaN,NaN,NaN,4.8366302391107,50.4391439221545,48.85,NaN,NaN,NaN,680,NaN,NaN,NaN,NaN,48.3,0.0396517435562885,NaN,NaN,NaN,0.28,313.35,1,NaN,std,2
Strix_uralensis,2375.05475346292,0.97028,0.032205,559.8941,7327.9646,3.071e-13,1245,NaN,13500,39020,0.022919,0.95,0.8,0.1,Strigidae,Strigiformes,Aves,Chordata,Df Dw,THp,0iTf 0iTa,Tnwf,,biCvm,Dg,O,5.71605975065153,NaN,NaN,NaN,NaN,1200.45162534728,NaN,NaN,NaN,5.52757741612652,16.5827322483796,30,NaN,NaN,NaN,870,NaN,NaN,NaN,NaN,NaN,0.0574950281566184,NaN,NaN,NaN,0.28,313.35,1,NaN,std,2.5
Strongylocentrotus_droebachiensis,7.80547706967112,0.81124,0.019449,14.4023,2356.0348,4.805e-09,0.0001235,0.3713,NaN,2566,0.002,0.95,0.8,0.1,Strongylocentrotidae,Camarodonta,Echinoidea,Echinodermata,MC ME,MPN MAN MN,0jMcp jiMb,Mp,,biP bjHa bjCi,D,O,NaN,NaN,NaN,NaN,NaN,12557.9865684134,NaN,NaN,96.7653074620896,NaN,NaN,2.68e-07,NaN,NaN,4.78,306,NaN,NaN,NaN,2.175,8.7,NaN,NaN,0.21,NaN,0.09,285.15,1,NaN,abj,2.5
Strongylocentrotus_pallidus,27.3401561307335,0.14411,0.022108,1.9789,2359.0279,4.763e-09,0.01008,0.09046,NaN,25970,0.00025121,0.95,0.8,0.1,Strongylocentrotidae,Camarodonta,Echinoidea,Echinodermata,MC ME,MPNE MN,0jMcp jiMb,Mp,,biP bjHa bjCi,D,O,NaN,NaN,NaN,NaN,NaN,54388.8380463268,NaN,NaN,159.65412342366,NaN,NaN,1.15e-06,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.5,9,NaN,NaN,0.18,NaN,0.09,280.15,1,NaN,abj,2.5
Strongylocentrotus_purpuratus,13.5757944230122,0.77246,0.020456,20.1436,2352.3308,2.888e-10,0.000141,0.3555,NaN,4621,0.002,0.95,0.8,0.1,Strongylocentrotidae,Camarodonta,Echinoidea,Echinodermata,MC,MPE,0jMcp jiMb,Mp,,biP bjHa bjCi,D,O,NaN,NaN,NaN,NaN,NaN,90648.0634105447,NaN,NaN,159.65412342366,NaN,NaN,2.68e-07,NaN,NaN,7.3,465,NaN,NaN,NaN,2.5,10,NaN,NaN,0.21,NaN,0.09,280.15,1,NaN,abj,2.5
Struthio_camelus,11090.3691402462,0.69378,0.053509,500.3366,7314.1816,1.905e-18,186500,NaN,12070000,38780000,0.020228,0.95,0.8,0.1,Struthionidae,Struthioniformes,Aves,Chordata,BWh BSh,TPa,0iTg 0iTs 0iTd,Tnsm,,biCi biHl,Dg,O,9.43864391227541,NaN,NaN,NaN,NaN,2917.10911233061,NaN,NaN,NaN,21.9382589406782,87.7530357627127,816,NaN,NaN,NaN,130000,NaN,NaN,NaN,NaN,212.5,0.102841541213491,NaN,NaN,NaN,0.28,311.77,1,NaN,std,2.5
Sturnella_magna,1658.16080394975,0.96715,0.04524,625.4886,7324.0161,1.171e-12,336.3,NaN,2096,7232,0.025476,0.95,0.8,0.1,Icteridae,Passeriformes,Aves,Chordata,Am BSk Cfa Dfa,THn,0iTa 0iTg 0iTi,Tnsf,Ms,biCii xiHs,Dg,O,2.75595737977841,NaN,NaN,NaN,NaN,559.313520822014,NaN,NaN,NaN,1.33777967580825,4.01333902742476,5,NaN,NaN,NaN,112,NaN,NaN,NaN,NaN,NaN,0.270331387265203,NaN,NaN,NaN,0.28,314.75,1,NaN,std,2.5
Sturnella_neglecta,2075.98767865523,0.93756,0.043787,884.0675,7323.0346,6.685e-12,864.1,NaN,4151,11290,0.035979,0.95,0.8,0.1,Icteridae,Passeriformes,Aves,Chordata,B Cfa Dfa Dfb,THn,0iTh 0iTi 0iTs,Tnsf,Ms,biCi biHs,Dg,O,2.85802987532576,NaN,NaN,NaN,NaN,443.899619700011,NaN,NaN,NaN,1.33777967580825,4.01333902742476,7,NaN,NaN,NaN,89.4,NaN,NaN,NaN,NaN,NaN,0.225276156054336,NaN,NaN,NaN,0.28,314.75,1,NaN,std,2.5
Sturnus_vulgaris,1830.44205156477,0.81897,0.048412,671.2987,7306.827,2.02e-14,2659,NaN,25680,51990,0.028147,0.95,0.8,0.1,Sturnidae,Passeriformes,Aves,Chordata,B C D,TH,0iTh 0iTf,Tnwfm,Ml,biCi xiHs,Dg,O,2.44973989313637,NaN,NaN,NaN,NaN,1016.53012911303,NaN,NaN,NaN,2.55394301745212,7.66182905235636,6.4,NaN,NaN,NaN,74,NaN,NaN,NaN,NaN,NaN,0.225276156054336,NaN,NaN,NaN,0.28,314.75,1,NaN,std,2.6
Styela_plicata,652.015844333333,0.9,0.077393,291.5123,1566.1938,2.141e-05,0.0006077,NaN,NaN,522.1,0.002,0.95,0.7,0.1371,Styelidae,Stolidobranchia,Ascidiacea,Chordata,MC,MC,0jMp jiMb,Mp,,biP,Hsm,O,0.628637605748271,NaN,NaN,NaN,NaN,191.734469753223,NaN,NaN,NaN,NaN,38.5988295809177,2.45e-05,NaN,NaN,NaN,60,NaN,NaN,NaN,4,8,6537.29430679576,NaN,NaN,NaN,0.06,292.65,1,NaN,std,2.5
Succinea_putris,10.7488216284962,0.99859,0.022021,125.8343,3910.7044,1.03e-06,9.497e-05,0.09018,NaN,0.09091,0.002,0.475,0.8,0.1,Succineidae,Pulmonata,Gastropoda,Mollusca,BWk Cfb Dfb Dfc,THp,0iTf biFm,Tnt,,biD biH,Hh,O,26.2558567786012,NaN,NaN,NaN,NaN,532.410429121636,NaN,NaN,NaN,NaN,233.385393587566,NaN,NaN,NaN,NaN,0.509,0.1,NaN,NaN,NaN,2.4,0.240416026806937,NaN,NaN,NaN,0.15,289.15,1,9.8831,abj,2.5
Sufflogobius_bibarbatus,75.8756353895068,0.90897,0.020285,22.3997,5224.4039,1.421e-07,0.01392,NaN,NaN,838.2,0.002,0.95,0.8,0.1,Gobiidae,Gobiiformes,Actinopterygii,Chordata,MC,MASE,0pMcp piMcd,Mnm,,biCi,D,O,6.4354199707087,NaN,NaN,NaN,NaN,4516.47272397618,NaN,NaN,NaN,NaN,NaN,4.77e-05,NaN,NaN,2.3,53.2,NaN,NaN,NaN,6,17,88.0111592149841,NaN,NaN,NaN,0.2,286.15,1,NaN,std,2.5
Sula_dactylatra,2166.85598408112,0.95861,0.017559,437.9443,7323.7321,3.17e-12,1413,NaN,46970,97460,0.018392,0.95,0.5,0.1,Sulidae,Suliformes,Aves,Chordata,MA,MC,0iMc,Tnsfm,,biCvf,Dg,O,8.77823461707199,NaN,NaN,NaN,NaN,1239.95263356041,NaN,NaN,NaN,17.4519253286504,52.3557759859513,42,NaN,NaN,NaN,2000,NaN,NaN,NaN,NaN,NaN,0.0411306033953556,NaN,NaN,NaN,0.28,313.75,1,NaN,std,2.5
Sula_leucogaster,2821.54687862165,0.90601,0.021066,584.3085,7318.3072,1.926e-12,4959,NaN,102100,193600,0.024362,0.95,0.5,0.1,Sulidae,Suliformes,Aves,Chordata,MA,MC,0iMc,Tnsfm,,biCvf,Dg,O,8.36994463488259,NaN,NaN,NaN,NaN,1322.61614246444,NaN,NaN,NaN,14.2546260317984,42.7638780953953,60,NaN,NaN,NaN,1750,NaN,NaN,NaN,NaN,NaN,0.0411306033953556,NaN,NaN,NaN,0.28,313.75,1,NaN,std,2.5
Sula_nebouxii,2250.85181001398,0.74416,0.027483,350.5418,7317.178,5.819e-12,18890,NaN,456000,883700,0.014503,0.95,0.5,0.1,Sulidae,Suliformes,Aves,Chordata,MA MB,MPE,0iMc,Tnsfm,,biCvf,Dg,O,8.36994463488259,NaN,NaN,NaN,NaN,875.260682513232,NaN,NaN,NaN,13.32208040355,39.9662412106499,46,NaN,NaN,NaN,1580,NaN,NaN,NaN,NaN,NaN,0.0411306033953556,NaN,NaN,NaN,0.28,313.75,1,NaN,std,2.5
Suncus_etruscus,1761.27610031487,0.96231,0.13017,1819.8441,7836.2278,6.469e-12,30.19,NaN,2935,20890,0.002,0.95,0.8,0.1,Soricidae,Eulipotyphla,Mammalia,Chordata,Am BWh Csa,THp TP,0iTf,Tv,,bxM xiCi,Dg,O,NaN,NaN,NaN,NaN,NaN,255.266911835313,5.90086183180946,NaN,NaN,4.3710087643033,32.7825657322748,0.19,NaN,2.06,NaN,2.1,NaN,NaN,NaN,NaN,NaN,0.170488214422703,NaN,NaN,NaN,0.3,310.45,1,24.9668,stx,2.5
Suncus_murinus,4646.95434996565,0.93152,0.067037,3563.9148,7845.8004,1.956e-10,442,NaN,13700,41600,0.002,0.95,0.8,0.1,Soricidae,Eulipotyphla,Mammalia,Chordata,Af Am Cwa Cfa,TPi,0iTf,Tv,,bxM xiCi xiCv,Dg,O,NaN,NaN,NaN,NaN,NaN,255.266911835313,5.84024636074889,NaN,NaN,3.3094729377577,7.00829563289867,2,NaN,12,NaN,20,NaN,NaN,NaN,NaN,NaN,0.413756236792471,NaN,NaN,NaN,0.3,311.85,1,24.6025,stx,2.5
Suricata_suricatta,7914.89501159182,0.91185,0.02731,2733.6832,7844.49,3.966e-12,4894,NaN,123700,2085000,0.002,0.95,0.8,0.1,Herpestidae,Carnivora,Mammalia,Chordata,BSh BWh,TPa,0iTd 0iTa 0iTs,Tv,,bxM xiO,Dg,O,NaN,NaN,NaN,NaN,NaN,1785.98198010876,18.2897476351077,NaN,NaN,10.4512843629187,86.6981543742118,29,NaN,225.5,NaN,776,NaN,NaN,NaN,NaN,NaN,0.0461370836423456,NaN,NaN,NaN,0.3,309.45,1,53.9925,stx,2.1
